Title,Doi,Publisher Name,Journal Title,License,Total Amount,Payment Year,Payment Date,Institution,Institution grid id
Structure-based design of inhibitors of the m6A-RNA writer enzyme METTL3,10.1021/acsbiomedchemau.3c00023,American Chemical Society,ACS Bio & Med Chem Au,CC-BY 4.0,2722.323,2023,2023-06-06,ORG63170,grid.7400.3
Prevalence and incidence of venous leg ulcers: a systematic review and meta-analysis,NA,Wiley Open Access,International Wound Journal,CC-BY 4.0,2998.365,2023,2023-06-06,8512359a-34b7-40d5-9ddf-76dca10c3035,NA
Cardiorespiratory fitness and cardiovascular risk among in-patients with depression compared to healthy controls,10.3389/fpsyt.2023.1193004,Frontiers Media,Frontiers in Psychiatry,CC-BY 4.0,3156.138,2023,2023-06-12,ORG45610,grid.6612.3
Tuning the Zeolite Acidity Enables Selectivity Control by Suppressing Ketene Formation in Lignin Catalytic Pyrolysis,10.1038/s41467-023-40179-z,Nature Research,Nature Communications,NA,5399.043,2023,2023-08-07,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
A roadmap for using DHIS2 data to track progress in key health indicators in the Global South: experience from sub-saharan Africa,10.1186/s12889-023-15979-z,BioMed Central,BMC Public Health,CC-BY 4.0,2454.784,2023,2023-06-06,ORG45610,grid.6612.3
Home-based cooking intervention with a smartphone app to improve eating behaviors in children aged 7–9 years: a feasibility study,10.1007/s44155-023-00042-4,Discover,Discover Social Science and Health,CC-BY 4.0,1109.2,2023,2023-07-03,8CE7DD81-BAD0-4D1F-AE6E-6408904B679B,grid.424060.4
Asymmetric rotaxanes as dual-modality supramolecular imaging agents for targeting cancer biomarkers,10.1038/s42004-023-00906-5,Nature Research,Communications Chemistry,CC-BY 4.0,3192.32,2023,2023-06-06,ORG63170,grid.7400.3
Social-political and vaccine-related determinants of vaccine hesitancy in Tanzania: A qualitative inquiry,NA,Public Library of Science,PLOS Global Public Health,CC-BY 4.0,1905.626,2023,2023-06-06,ORG45610,grid.6612.3
The journey of the preproteins across the chloroplast membrane systems,10.3389/fphys.2023.1213866,Frontiers Media,Frontiers in Physiology,CC-BY 4.0,3156.138,2023,2023-06-12,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Electron-photon quantum state heralding using photonic integrated circuits,NA,American Physical Society,PRX Quantum,NA,3181.06,2023,2023-06-06,École Polytechnique Fédérale de Lausanne,grid.5333.6
Mammalian Animal and Human Retinal Organ Culture as Pre-Clinical Model to Evaluate Oxidative Stress and Antioxidant Intraocular Therapeutics,10.3390/antiox12061211,MDPI,Antioxidants,CC-BY 4.0,1367.79,2023,2023-06-26,ORG1032151,grid.8591.5
Direct electrification of silicon microfluidics for electric field applications,10.1038/s41378-023-00552-w,Springer Nature [academic journals on nature.com],Microsystems & Nanoengineering,CC-BY 4.0,3736.514,2023,2023-06-12,ORG45610,grid.6612.3
A lighthearted approach to mindfulness: development and evaluation of a humor-enriched mindfulness-based program in a randomized trial,10.3389/fpsyg.2023.1324329,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,3089.067,2023,2023-12-18,ORG63170,grid.7400.3
Viral suppression and retention in HIV care during the postpartum period among women living with HIV: A longitudinal multicenter cohort study,10.1016/j.lanepe.2023.100656,Elsevier,The Lancet Regional Health Europe,CC-BY-NC-ND,3847.181,2023,2023-06-12,CD57F5E6-4B23-4C22-9AED-31D2A8A4BC4C,grid.413349.8
Was retrospective change measurement conducted with Covid-19 containment inconsistent? Comparing prospective and retrospective change measures using data from a national survey on substance use and addictive behaviors,10.1371/journal.pone.0286597,Public Library of Science,PLoS ONE,CC-BY 4.0,1634.816,2023,2023-05-30,ORG1032151,grid.8591.5
"Physical activity matters for everyone’s health, but individuals with multimorbidity benefit more",10.1016/j.pmedr.2023.102265,Elsevier,Preventive Medicine Reports,CC-BY 4.0,2613.975,2023,2023-06-12,ORG1032151,grid.8591.5
Escherichia ruysiae may serve as reservoir of antibiotic resistance genes across multiple settings and regions,10.1128/spectrum.01753-23,American Society for Microbiology,Microbiology Spectrum,CC-BY 4.0,2631.579,2023,2023-06-06,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Motor impulsivity but not risk-related impulsive choice is associated to drug intake and drug-primed relapse,10.3389/fnbeh.2023.1200392,Frontiers Media,Frontiers in Behavioral Neuroscience,CC-BY 4.0,3151.842,2023,2023-06-06,ORG1032151,grid.8591.5
High-resolution kinetics of herbivore-induced plant volatile transfer reveal tightly clocked responses in neighboring plants,NA,eLife Sciences Publications,eLife,CC-BY 4.0,1731.452,2023,2023-07-26,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Scope and applicability of social-ecological resilience to antimicrobial resistance,NA,Elsevier,The Lancet Planetary Health,NA,4616.617,2023,2023-06-12,ORG1032151,grid.8591.5
"Description and phylogenetic relationships of a new species of Torvoneustes (Crocodylomorpha, Thalattosuchia) from the Kimmeridgian of Switzerland",NA,PeerJ,PeerJ – the Journal of Life & Environmental Sciences,NA,589.8367,2023,2023-06-06,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Defect Profiling of Oxide-Semiconductor Interfaces Using Low-Energy Muons,NA,Wiley,Advanced Materials Interfaces,NA,2725.786,2023,2023-06-06,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
Intrinsic TGF-β signaling attenuates proximal tubule mitochondrial injury and inflammation in chronic kidney disease,10.1038/s41467-023-39050-y,Nature Research,Nature Communications,CC-BY 4.0,5470.375,2023,2023-06-12,ORG63170,grid.7400.3
"Widespread intra-axonal signal fraction abnormalities in bipolar disorder from multi-compartment diffusion MRI: sensitivity to diagnosis, association with clinical features and pharmacologic treatment",NA,Wiley Open Access,Human Brain Mapping,CC-BY-NC,3705.444,2023,2023-06-26,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Managing soil organic carbon in tropical agroecosystems: evidence from four  long-term experiments in Kenya,10.5194/soil-9-301-2023,Copernicus Publications,SOIL,CC-BY 4.0,1395.576,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Human-machine interface for two-dimensional steering control with the auricular muscles,10.3389/fnbot.2023.1154427,Frontiers Media,Frontiers in Neurorobotics,CC-BY 4.0,3151.842,2023,2023-06-06,ORG1032151,grid.8591.5
Ensemble of deep learning language models to support the creation of living systematic reviews for the COVID-19 literature,10.1186/s13643-023-02247-9,BioMed Central,Systematic Reviews,CC-BY 4.0,2098.335,2023,2023-06-06,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Who is flexible and adaptive in every-day life?  Three facets of flexibility and development of the Flexibility Scale (FS-24),10.1027/2698-1866/a000047,Hogrefe,Psychological Test Adaptation and Development,CC-BY-NC,1627.074,2023,2023-06-19,ORG63170,grid.7400.3
Rotational Femoral Osteotomies and cam resection improve Hip Function and Internal Rotation for Patients with Anterior Hip Impingement and decreased Femoral Version,NA,Oxford University Press,Journal of Hip Preservation Surgery,CC-BY 4.0,1710.707,2023,2023-06-12,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Effect of the Friendship Bench intervention on antiretroviral therapy outcomes and mental health symptoms in rural Zimbabwe,NA,American Medical Association,Jama Network Open,CC-BY 4.0,2726.034,2023,2023-06-12,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
"CD11b Deficiency Favors Cartilage Calcification via Increased Matrix Vesicles, Apoptosis, and Lysyl Oxidase Activity",10.3390/ijms24119776,MDPI,International Journal of Molecular Sciences,CC-BY 4.0,1346.25,2023,2023-06-12,ORG20754,grid.9851.5
Abnormal Resting-State Network Presence in Females with Overactive Bladder,10.3390/biomedicines11061640,MDPI,Biomedicines,CC-BY 4.0,1464.72,2023,2023-06-19,ORG63170,grid.7400.3
Self-regulation of visual word form area activation with real-time fMRI neurofeedback,10.1038/S41598-023-35932-9,Nature Research,Scientific Reports,CC-BY 4.0,2260.883,2023,2023-06-12,ORG63170,grid.7400.3
The CLE33 peptide represses phloem differentiation via autocrine and paracrine signaling in Arabidopsis,10.1038/s42003-023-04972-2,Nature Research,Communications Biology,CC-BY 4.0,3314.905,2023,2023-06-12,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Minichromosome maintenance protein 10 (mcm10) regulates hematopoietic stem cell emergence in the zebrafish embryo,NA,Cell Press,Stem Cell Reports,NA,3583.676,2023,2023-06-12,ORG1032151,grid.8591.5
Dual CSF1R inhibition and CD40 activation demonstrates anti-tumor activity in a 3D macrophage-HER2+ breast cancer spheroid model,10.3389/fbioe.2023.1159819,Frontiers Media,Frontiers in Bioengineering and Biotechnology,CC-BY 4.0,3156.138,2023,2023-06-12,UNIFR,grid.8534.a
Programming of Subthalamic Nucleus Deep Brain Stimulation with Hyperdirect Pathway and Corticospinal Tract-Guided Parameter Suggestions,NA,Wiley Open Access,Human Brain Mapping,CC-BY 4.0,3710.158,2023,2023-06-12,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Single-cell deep phenotyping of cytokine release unmasks stimulation-specific biological signatures and distinct secretion dynamics,NA,Cell Press,Cell Reports: Methods,NA,4901.204,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
A heterogeneously integrated lithium niobite-on-silicon nitride photonic platform,10.1038/S41467-023-39047-7,Nature Research,Nature Communications,NA,5470.375,2023,2023-06-12,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Geometric phase in quantum synchronization,NA,American Physical Society,Physical Review Research,NA,2402.119,2023,2023-06-19,cbe8a4b7-0a58-44d2-a433-35b98581aeb9,grid.6612.3
A quantitative method to measure geranylgeranyl diphosphate (GGPP) and geranylgeranyl monophosphate (GGP) in tomato (Solanum lycopersicum) fruit,10.1186/s13007-023-01034-w,BioMed Central,Plant Methods,CC-BY 4.0,2577.089,2023,2023-06-12,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Preserving Privacy in Surgical Video Analysis Using Artificial Intelligence: A Deep Learning Classifier to Identify Out-of-Body Scenes in Endoscopic Videos,10.1038/s41598-023-36453-1,Nature Research,Scientific Reports,CC-BY 4.0,2099.237,2023,2023-06-12,925C4218-1901-4C85-9A73-AFE60A7ECEDB,NA
Sleep spindles across youth affected by schizophrenia or anti-N-methyl-D-aspartate-receptor encephalitis,10.3389/fpsyt.2023.1055459,Frontiers Media,Frontiers in Psychiatry,CC-BY 4.0,2339.251,2023,2023-06-19,ORG63170,grid.7400.3
Tumour mutations in long noncoding RNAs enhance cell fitness,10.1038/s41467-023-39160-7,Nature Research,Nature Communications,CC-BY 4.0,5487.022,2023,2023-06-19,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Mapping the complex evolution of ferroelastic\/ferroelectric domain patterns in epitaxially strained PbTiO3 heterostructures,10.1063/5.0154161,Wiley Open Access,Advanced Electronic Materials,CC-BY 4.0,2498.864,2023,2023-06-12,ORG1032151,grid.8591.5
High-resolution imaging and analysis of the intestinal bacterial load of Caenorhabditis elegans during early adulthood,10.1039/D3RA02934D,Royal Society of Chemistry,RSC Advances,CC-BY-NC,1129.1,2023,2023-08-28,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Single-gene resolution of diversity-driven overyielding in plant genotype mixtures,10.1038/s41467-023-39130-z,Nature Research,Nature Communications,CC-BY 4.0,5470.375,2023,2023-06-12,ORG63170,grid.7400.3
Protein length distribution is remarkably uniform across the tree of life,10.1186/s13059-023-02973-2,BioMed Central,Genome Biology,CC-BY 4.0,3901.468,2023,2023-06-12,ORG20754,grid.9851.5
The role of manual gestures in second language comprehension: A simultaneous interpreting experiment,10.3389/fpsyg.2023.1188628,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,3156.138,2023,2023-06-12,e31fdebe-3d31-4699-8b5c-f390e5a22fb8,NA
From tensor-network quantum states to tensorial recurrent neural networks,NA,American Physical Society,Physical Review Research,CC-BY 4.0,2424.98,2023,2023-06-12,990A87BB-3293-48B0-97D3-D0A18000FD0A,NA
Screening for mental health problems in childhood cancer survivorship: A systematic review,NA,"Lippincott, Williams & Wilkins",Journal of Psychosocial Oncology Research and Practice,NA,954.1118,2023,2023-06-12,E69DEC8D-AC91-4E34-B0C0-F179E7FBD0BE,grid.449852.6
Phenotype and reactivity of lymphocytes expanded from benign prostate hyperplasic tissues and prostate cancer,10.3390/cancers15123114,MDPI,Cancers,CC-BY 4.0,2240.16,2023,2023-06-12,ORG20754,grid.9851.5
Reminding Peer Reviewers of Reporting Guideline Items to Improve Completeness in Published Articles,10.1001/jamanetworkopen.2023.17651,American Medical Association,Jama Network Open,CC-BY 4.0,2678.811,2023,2023-05-08,ORG45610,grid.6612.3
A multi-well bioreactor for cartilage tissue engineering experiments,10.1016/j.isci.2023.107092,Cell Press,iScience,CC-BY-NC-ND,2824.78,2023,2023-06-12,3BBB3E8C-9AAF-451D-B5CD-0D3DF8A843A6,NA
In vivo PAR-CLIP (viP-CLIP) of liver TIAL1 unveils targets regulating cholesterol synthesis and secretion,10.1038/S41467-023-39135-8,Nature Research,Nature Communications,CC-BY 4.0,5470.375,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Full thermoelectric characterization of a single molecule,NA,Nature Research,Nature Communications,CC-BY 4.0,5459.156,2023,2023-06-26,ORG45610,grid.6612.3
Kirigami makes a soft magnetic sheet crawl,NA,Wiley Open Access,Advanced Science,CC-BY 4.0,5048.767,2023,2023-06-12,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
All-optical nuclear quantum sensing using nitrogen-vacancy centers in diamond,10.1038/s41534-023-00724-6,Nature Research,npj Quantum Information,CC-BY 4.0,3245.659,2023,2023-07-26,ORG45610,grid.6612.3
Combined GNSS reflectometry\/refractometry for automated and continuous in situ surface mass balance estimation on an Antarctic ice shelf,10.5194/tc-2023-89,European Geosciences Union,The Cryosphere,CC-BY 4.0,1042.251,2023,2023-11-27,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Momentum-resolved spin-conserving two-triplon bound state and continuum in a cuprate ladder,10.1038/s42005-023-01250-9,Nature Research,Communications Physics,CC-BY 4.0,3308.106,2023,2023-06-26,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
How Many Participants Do I Need to Test an Interaction?,NA,SAGE Publications,Advances in Methods and Practices in Psychological Science,NA,917.8806,2023,2023-06-19,ORG20754,grid.9851.5
Memory phase-specific genes in the Mushroom Bodies identified using CrebB-target DamID,10.1371/journal.pgen.1010802,Public Library of Science,PLoS Genetics,CC-BY 4.0,2354.767,2023,2023-08-28,ORG63170,grid.7400.3
Coenzyme biosynthesis in response to precursor availability reveals incorporation of β-alanine from pantothenate in prototrophic bacteria,10.1016/j.jbc.2023.104919,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,CC-BY 4.0,2684.867,2023,2023-06-26,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Wnt-independent SARS-CoV-2 infection in pulmonary epithelial cells,10.1128/spectrum.04827-22,American Society for Microbiology,Microbiology Spectrum,CC-BY 4.0,2597.17,2023,2023-06-26,ORG1032151,grid.8591.5
Markers of limbic system damage following SARS-CoV-2 infection,10.1093/braincomms/fcad177,Oxford University Press,Brain Communications,CC-BY 4.0,3372.104,2023,2023-08-21,ORG1032151,grid.8591.5
Antiprotozoal activity of natural products from Nigerien plants used in folk medicine,10.3389/fphar.2023.1190241,Frontiers Media,Frontiers in Pharmacology,CC-BY 4.0,3119.01,2023,2023-06-19,ORG1032151,grid.8591.5
On the limits of inferring biophysical parameters of RBP-RNA interactions from in vitro RNA Bind''''''''n Seq data,NA,F1000Research,F1000Research,CC-BY 4.0,1248.204,2023,2023-06-19,ORG45610,grid.6612.3
Multi-level numerical modeling and analysis of tile vaults,NA,MDPI,Buildings,CC-BY 4.0,1800,2023,2023-08-07,115A8FB7-8CB0-45AD-8199-A3416F9D7192,NA
Ti-Doping in Silica-Supported PtZn Propane Dehydrogenation Catalysts: From Improved Stability to the Nature of the Pt-Ti Interaction,NA,American Chemical Society,JACS Au,CC-BY 4.0,2693.966,2023,2023-06-19,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Impact of host stress on the replication rate of Plasmodium: take it easy to avoid malaria recurrences,10.3389/fevo.2023.1191664,Frontiers Media,Frontiers in Ecology and Evolution,CC-BY 4.0,2630.603,2023,2023-06-19,ORG20754,grid.9851.5
TMX4-driven LINC complex disassembly and asymmetric autophagy of the nuclear envelope upon acute ER stress,10.1038/s41467-023-39172-3,Nature Research,Nature Communications,CC-BY 4.0,5356.104,2023,2023-07-26,130C4A91-D272-4D08-843B-3D6F8C7AA6C1,grid.29078.34
Challenges and prospects for multi-chip microlens imprints on front-side illuminated SPAD imagers,10.1364/OE.488177,Optica Publishing Group,Optics Express,CC-BY 4.0,1942.5,2023,2023-07-03,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
